File: ../datasets/SR_div.txt
N_vars: 1 N_gens: 100 Pop_size: 500 XP: 0.6 MP: 0.1 TS: 20 MAX_D: 6 MIN_D: 1
[GEN], [BEST_FIT], [WORST_FIT], [AVG_FIT], [% BETTER CHILDREN]
1, 1.87572, 2427053659.02131, 5092501.95401, 0.000%
2, 1.87572, 8192104.13739, 30972.85178, 26.159%
3, 1.48373, 19924330324.74953, 40879257.98544, 32.331%
4, 1.48373, 716536213.60312, 1448670.45074, 33.557%
5, 1.42863, 202310937.34562, 515106.93474, 37.654%
6, 1.41745, 2079550698.33891, 4260234.24243, 28.014%
7, 1.01574, 6345594.72515, 41273.36546, 28.947%
8, 1.01574, 8020319538.40114, 21489515.10803, 27.303%
9, 1.01574, 200012658.82266, 700165.36924, 26.207%
10, 1.01574, 16761079656.16624, 33529518.15535, 47.170%
11, 1.01574, 8799388663.87812, 17684197.32779, 42.361%
12, 0.99154, 776946384.93879, 1711557.81464, 42.814%
13, 0.89602, 33487610400.03775, 68012886.33391, 42.808%
14, 0.89602, 783135269.81872, 1669524.21851, 38.679%
15, 0.89602, 1041812849558.88403, 2085084313.64768, 34.641%
16, 0.89602, 33280419.49058, 81799.69717, 38.924%
17, 0.89602, 211415376.66038, 431244.87417, 40.136%
18, 0.89602, 92903106296.03459, 243352706.43806, 48.921%
19, 0.89602, 9683434427.74811, 22096721.16077, 39.310%
20, 0.89602, 877067637.32664, 3399162.68970, 39.855%
21, 0.89602, 639731135.43201, 1798131.40861, 46.207%
22, 0.89602, 106102311176.58046, 262421506.77220, 42.759%
23, 0.89602, 595542280751.52087, 1191184344.41216, 45.625%
24, 0.89602, 30909072.59164, 83571.03667, 45.752%
25, 0.89602, 27085225.81288, 154031.59580, 48.551%
26, 0.89602, 6550843817.16836, 13640902.00599, 40.244%
27, 0.89602, 10408032484.64197, 32960576.34079, 51.282%
28, 0.89602, 336610183.57732, 763176.28702, 50.000%
29, 0.89602, 914075903.83608, 1839021.01909, 47.590%
30, 0.89602, 404879411.34487, 948471.51930, 38.562%
31, 0.89602, 51853757.14915, 231873.01518, 48.905%
32, 0.89602, 56077323830363.71875, 112156923467.31973, 42.857%
33, 0.89602, 57055637869.68392, 114283665.01427, 45.517%
34, 0.89602, 951539552.77081, 2165054.54996, 41.667%
35, 0.89602, 42314371.43540, 190106.69052, 47.552%
