File: ../datasets/SR_div.txt
N_vars: 1 N_gens: 100 Pop_size: 500 XP: 0.9 MP: 0.05 TS: 20 MAX_D: 6 MIN_D: 1
[GEN], [BEST_FIT], [WORST_FIT], [AVG_FIT], [% BETTER CHILDREN]
1, 8.09963, 6674413253.77025, 18684962.79203, 0.000%
2, 8.07128, 14332936191.17414, 71243283.67419, 35.135%
3, 7.82539, 95691258728.94124, 229822639.61069, 24.654%
4, 7.81232, 256173728654.56357, 513234118.96231, 26.402%
5, 7.81232, 284097456112.01031, 735257345.05534, 26.432%
6, 7.81232, 2383539024.59271, 5416866.65817, 28.728%
7, 7.81232, 170393179.43895, 530761.97328, 22.052%
8, 7.81232, 1789121973.04403, 4259398.34592, 37.118%
9, 7.81232, 77153368.83088, 334630.90489, 34.101%
10, 7.81232, 25422578.73206, 125306.15437, 25.764%
11, 7.81232, 2527597656550.27246, 5055331512.12887, 32.599%
12, 7.81232, 1058674340.21669, 2530578.71774, 32.057%
13, 7.81232, 23309208.65280, 68955.75536, 23.214%
14, 7.81232, 40703454.11991, 117162.22751, 34.649%
15, 7.81232, 1316807021.76783, 5256973.48855, 34.361%
16, 7.81232, 849549.86889, 6077.52972, 31.111%
17, 7.81232, 39693140096.05333, 111965770.52344, 26.724%
18, 7.81232, 536011723.42360, 1269638.03950, 32.735%
19, 7.81232, 97015804955542.73438, 194034599746.93506, 33.186%
20, 7.81232, 1252126459931.85938, 2513318008.34471, 30.357%
21, 7.81232, 330158984.92982, 723342.77706, 32.468%
22, 7.81232, 14039569789.42759, 28488791.65572, 32.174%
23, 4.05022, 1031047338.58893, 2167576.71118, 32.444%
24, 4.05022, 565455923.99001, 1142228.79121, 29.091%
25, 1.43753, 40621398.22149, 256272.01040, 25.966%
26, 1.43753, 51701348632.57829, 103654053.22620, 49.552%
27, 1.43753, 3114819292.78408, 6705580.32546, 43.548%
28, 1.42432, 732124017.21209, 2377949.80325, 55.111%
29, 1.42432, 1712670920.59380, 4449817.09410, 51.818%
30, 1.42432, 5599475061.13032, 20496265.39893, 46.053%
31, 1.42432, 3019327288.72675, 6061317.95138, 56.579%
32, 1.42432, 291219.21986, 1375.82650, 60.435%
33, 1.42432, 272816223.91283, 597313.50389, 61.644%
34, 1.42432, 38709025.05951, 90137.17986, 55.505%
35, 1.42432, 8641825.79448, 20725.97688, 58.407%
36, 1.42432, 6908479.44365, 18569.17079, 51.101%
37, 1.42432, 5202020.47582, 18111.60866, 60.000%
38, 1.42432, 49021398.26632, 196155.83926, 57.511%
39, 1.42432, 750412547.37950, 1565566.44865, 56.075%
40, 1.42432, 19029309.56571, 46430.58870, 68.996%
41, 1.42432, 49166531.95485, 103322.31841, 61.161%
42, 1.42432, 2037382931.83502, 4602078.32883, 63.594%
43, 1.42432, 11274083.00068, 34853.92361, 62.719%
44, 1.42432, 18733612.64225, 53892.55179, 56.332%
45, 0.77470, 1214930.14259, 3854.77960, 60.870%
46, 0.49765, 25247872.86990, 68042.09596, 51.339%
47, 0.19626, 2409291566.97823, 4910280.21258, 44.231%
48, 0.19626, 8525343149.62870, 17190999.23705, 36.425%
49, 0.19626, 15964851093934.70117, 31933059434.97447, 39.301%
50, 0.19626, 3536525.78302, 24161.33148, 52.183%
51, 0.19626, 160604209.60420, 416501.86443, 62.896%
52, 0.19626, 239649870.78142, 521955.83114, 56.710%
53, 0.19626, 18949818.36790, 89851.75654, 59.111%
54, 0.19626, 75661773679.89423, 152003533.38923, 56.682%
55, 0.19626, 266982974.26802, 541477.40042, 59.545%
56, 0.19626, 2133843.94892, 8618.46171, 58.261%
57, 0.19626, 7500933.62630, 22346.28521, 57.205%
58, 0.19626, 296604722.11432, 877971.43063, 54.867%
59, 0.19626, 10228511.68677, 25172.06326, 54.148%
60, 0.19626, 551234.21264, 2404.59376, 62.054%
61, 0.19626, 10378507.62762, 26396.15558, 56.000%
62, 0.19626, 144893760.26188, 335448.16490, 61.538%
63, 0.19626, 13795501.65247, 37661.54445, 59.375%
64, 0.19626, 77392.26902, 645.09062, 63.717%
65, 0.19626, 173214524.31023, 348287.36422, 62.037%
66, 0.19626, 346148.59603, 1125.96294, 57.759%
67, 0.19626, 393990521814977.25000, 787981701107.60571, 54.751%
68, 0.19626, 30346162.33566, 62568.69877, 62.727%
69, 0.19626, 89130761.73269, 195244.95071, 62.555%
70, 0.19626, 429247664.10833, 898564.90376, 63.913%
71, 0.19626, 2894605389.69513, 5833245.72017, 56.019%
72, 0.19626, 1693571.44220, 5496.84907, 59.633%
73, 0.19626, 2889831271.69478, 6168315.73755, 60.369%
74, 0.19626, 2302247319.07811, 5917862.20078, 59.565%
75, 0.19626, 104433552.33456, 220164.98087, 60.944%
76, 0.19626, 4537062496.87513, 9142346.38130, 65.929%
77, 0.19626, 48321369528.02138, 96711847.80725, 56.957%
78, 0.19626, 11331829.69198, 41303.73397, 62.281%
79, 0.19626, 2109053.24953, 4940.29410, 54.506%
80, 0.19626, 4538887497.83576, 10643786.82276, 53.097%
81, 0.19626, 684343710.48496, 1702581.28847, 61.739%
82, 0.19626, 740728.69005, 3781.79939, 60.699%
83, 0.19626, 2481695.55635, 12093.47903, 55.804%
84, 0.19626, 6987462.85573, 22577.18667, 61.261%
85, 0.19626, 108824330.25723, 221076.38496, 62.609%
86, 0.19626, 712779386868.45801, 1425635180.06108, 62.832%
87, 0.19626, 45783423.11155, 151696.18549, 59.361%
88, 0.19626, 35321863.92545, 81847.30216, 61.778%
89, 0.19626, 267563727.28930, 571727.57370, 60.268%
90, 0.19626, 360346358.88121, 730894.07746, 57.522%
91, 0.19626, 43027270.54902, 90712.75884, 59.009%
92, 0.19626, 230605861.80649, 700516.57487, 58.120%
93, 0.19626, 32476814.99915, 107647.25193, 60.444%
94, 0.19626, 26653079719437948.00000, 53306159446509.54688, 65.315%
95, 0.19626, 13957936.06316, 75785.85008, 60.181%
96, 0.19626, 2850032.85616, 11137.47986, 57.870%
97, 0.19626, 12355492907.32267, 34460005.14917, 66.667%
98, 0.19626, 4262432.17428, 8893.27332, 65.929%
99, 0.19626, 1515101311.26799, 3380970.50857, 55.856%
100, 0.19626, 12458938.64026, 49507.77970, 50.691%

Number of variables: 1
Tree:
ADD
L4: |---VAR1
R1: |---DIV
L2: |---|---0.0244855790589
R3: |---|---VAR1

Fitness: 0.196261308871
Elapsed time: 72.893700 (s)
