File: ../datasets/SR_circle.txt
Num vars: 1 Num gens: 100
[GEN], [BEST_FIT], [WORST_FIT], [AVG_FIT], [% BETTER CHILDREN]
1, 31.789, 652163.046, 4607.450, 0.000%
2, 31.789, 1079626.126, 3651.080, 50.000%
3, 31.789, 462518.412, 2857.846, 52.273%
4, 31.789, 982095.618, 3328.913, 82.353%
5, 31.789, 123472.306, 1020.645, 76.667%
6, 31.789, 2538735.453, 7947.380, 78.571%
7, 31.789, 309427.033, 2052.230, 72.500%
8, 31.789, 40036.751, 490.853, 65.625%
9, 31.789, 260495.119, 1364.488, 71.429%
10, 31.789, 8967163.517, 38796.025, 84.091%
11, 31.789, 15916895.435, 46657.095, 79.167%
12, 31.789, 1325685.044, 4028.968, 63.889%
13, 31.789, 85460.418, 625.125, 75.000%
14, 31.789, 301466.433, 1153.312, 84.375%
15, 31.789, 75055960.409, 216554.249, 84.091%
16, 31.789, 2735643.088, 10066.158, 85.000%
17, 31.789, 170850.858, 765.196, 68.750%
18, 31.789, 88377.129, 672.701, 80.556%
19, 31.789, 64445.146, 852.493, 73.077%
20, 31.789, 203013.640, 2710.806, 61.765%
21, 31.789, 87635.811, 585.133, 79.412%
22, 31.789, 104684.462, 778.793, 73.810%
23, 31.789, 1449797.458, 4344.669, 79.545%
24, 31.789, 48772.804, 662.236, 82.353%
25, 31.789, 2364033.266, 7724.402, 86.364%
26, 31.789, 148203.504, 757.486, 73.077%
27, 31.789, 260392.910, 1856.425, 76.667%
28, 31.789, 1076005.488, 4368.872, 90.000%
29, 31.789, 265555.041, 1142.136, 65.625%
30, 31.789, 222746.543, 1431.795, 75.000%
31, 31.789, 8362868.732, 45787.872, 87.500%
32, 31.789, 1700428.781, 7260.635, 86.364%
33, 31.789, 21193071.001, 61093.399, 75.000%
34, 31.789, 205784.376, 1000.543, 77.083%
35, 31.789, 10069968.071, 32352.826, 88.235%
36, 31.789, 347702454.155, 998682.460, 81.250%
37, 31.789, 163048.473, 998.513, 67.391%
38, 31.789, 3493465.084, 11177.235, 86.111%
39, 31.789, 25687.438, 253.709, 80.357%
40, 31.789, 28823.444, 519.660, 79.412%
41, 31.789, 893592.069, 4665.286, 81.579%
42, 31.789, 622819.218, 2105.261, 87.500%
43, 31.789, 104707.046, 811.461, 82.500%
44, 31.789, 5020873.973, 15710.521, 73.810%
45, 31.789, 1430917.569, 4931.646, 85.294%
46, 31.789, 222735.078, 970.873, 75.000%
47, 31.789, 56746.849, 560.269, 81.250%
48, 31.789, 57901436.660, 166106.303, 85.714%
49, 31.789, 1509888.144, 6644.896, 83.333%
50, 31.789, 37477.605, 464.904, 88.636%
51, 31.789, 92393.663, 1109.894, 76.316%
52, 31.789, 777436.500, 2864.224, 90.909%
53, 31.789, 191165.433, 841.921, 55.556%
54, 31.789, 397806.474, 2253.129, 83.333%
55, 31.789, 2302857.438, 11126.937, 82.353%
56, 31.789, 117720.771, 618.395, 73.684%
57, 31.789, 193064.992, 1029.104, 87.500%
58, 31.789, 58752.535, 430.081, 80.357%
59, 31.789, 36806861.144, 108172.975, 87.500%
60, 31.789, 29941.630, 312.248, 81.250%
61, 31.789, 18014.487, 312.710, 69.444%
62, 31.789, 13336136.488, 39299.379, 75.000%
63, 31.789, 162840.985, 1209.282, 80.000%
64, 31.789, 109822.958, 959.290, 78.571%
65, 31.789, 56122.771, 473.135, 88.235%
66, 31.789, 52846.365, 549.355, 71.429%
67, 31.789, 233039.336, 1174.109, 70.000%
68, 31.789, 14609153.780, 42600.765, 73.333%
69, 31.789, 241297.993, 1427.949, 82.353%
70, 31.789, 259755.455, 1533.621, 81.818%
71, 31.789, 130995.077, 1132.366, 66.667%
72, 31.789, 79290.837, 629.432, 69.231%
73, 31.789, 3432733.522, 10103.390, 74.000%
74, 31.789, 2828255586691285.000, 8080730248038.287, 82.500%
75, 31.789, 24995.441, 382.046, 69.444%
76, 31.789, 1775380.161, 6510.565, 75.000%
77, 31.789, 59514.746, 791.188, 76.667%
78, 31.789, 3342.243, 131.397, 69.565%
79, 31.789, 1080194.962, 3329.132, 80.556%
80, 31.789, 174416.727, 1140.307, 66.667%
81, 31.789, 303550.681, 1360.730, 80.000%
82, 31.789, 1153047.698, 3652.154, 73.529%
83, 31.789, 119846.783, 987.949, 85.294%
84, 31.789, 59428.214, 507.818, 91.667%
85, 31.789, 377597.375, 2896.282, 84.211%
86, 31.789, 8284299.594, 25386.928, 71.875%
87, 31.789, 985266.295, 4209.815, 67.391%
88, 31.789, 6289406.746, 18279.594, 50.000%
89, 31.789, 25186.966, 376.811, 47.619%
90, 31.789, 360406.574, 2084.265, 54.167%
91, 31.789, 449865.206, 1856.559, 45.455%
92, 31.789, 68299.236, 517.883, 33.333%
93, 31.789, 3030365.863, 12042.768, 44.000%
94, 31.789, 672625.091, 2999.031, 43.750%
95, 31.789, 1249193.503, 4294.944, 44.444%
96, 31.789, 343260.546, 1593.254, 59.375%
97, 31.789, 1772814.481, 5488.870, 50.000%
98, 31.789, 6620043.586, 26924.632, 43.478%
99, 31.789, 182057.049, 1020.477, 37.500%
100, 31.789, 5925829.821, 17891.484, 47.368%
